age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
31,unemployed,divorced,tertiary,no,3090,yes,no,unknown,18,jan,253,3,-1,0,unknown,no
48,management,married,unknown,no,-425,yes,no,telephone,10,jul,52,6,274,2,success,no
22,admin.,divorced,primary,no,1712,yes,no,cellular,1,jul,235,1,-1,0,unknown,no
52,management,married,unknown,no,3070,no,no,unknown,10,sep,317,1,-1,0,unknown,yes
40,blue-collar,single,secondary,no,-1972,no,yes,cellular,9,jan,127,2,208,3,failure,no
46,unemployed,single,unknown,no,5224,yes,no,unknown,23,aug,72,7,-1,0,unknown,no
60,unemployed,married,primary,no,5730,yes,no,telephone,25,dec,293,4,-1,0,unknown,no
28,unemployed,single,tertiary,no,-751,yes,no,telephone,13,nov,243,4,-1,0,unknown,no
35,services,divorced,tertiary,no,2005,yes,no,cellular,15,aug,20,4,-1,0,unknown,no
64,blue-collar,married,primary,no,3355,no,no,cellular,18,jul,283,5,-1,0,unknown,yes
29,entrepreneur,divorced,tertiary,no,-218,no,no,unknown,26,dec,172,2,-1,0,unknown,no
26,management,married,unknown,no,2872,no,yes,cellular,13,jun,361,7,213,1,other,yes
27,entrepreneur,single,tertiary,no,1914,no,yes,cellular,5,jan,54,3,-1,0,unknown,no
61,technician,divorced,tertiary,no,-2993,yes,no,telephone,31,nov,77,3,-1,0,unknown,no
34,unknown,single,unknown,no,2804,yes,no,telephone,31,oct,202,2,-1,0,unknown,no
55,housemaid,single,unknown,no,-1887,yes,no,telephone,2,nov,169,6,29,1,other,no
24,housemaid,married,unknown,no,4249,yes,no,telephone,26,aug,125,4,-1,0,unknown,no
63,entrepreneur,divorced,secondary,no,-596,no,no,telephone,7,dec,353,4,380,4,other,yes
30,unknown,single,unknown,no,937,yes,no,telephone,9,may,214,8,-1,0,unknown,no
57,unknown,married,unknown,no,5552,yes,no,telephone,19,apr,319,2,73,2,other,no
59,admin.,married,secondary,no,2916,no,no,unknown,14,may,42,7,-1,0,unknown,no
26,technician,married,tertiary,no,-1825,no,no,telephone,17,may,336,2,206,4,failure,no
67,blue-collar,single,unknown,no,-1630,yes,no,telephone,20,oct,159,6,-1,0,unknown,no
44,unknown,married,primary,no,-380,no,no,telephone,20,mar,8,5,-1,0,unknown,no
19,retired,divorced,unknown,no,2610,yes,no,telephone,11,apr,68,8,-1,0,unknown,no
22,student,divorced,unknown,no,2501,yes,yes,telephone,22,apr,6,6,-1,0,unknown,no
46,housemaid,single,secondary,no,-1113,yes,no,cellular,5,aug,157,7,-1,0,unknown,no
54,retired,divorced,primary,no,-2089,yes,no,cellular,12,may,101,6,115,2,failure,no
55,technician,married,tertiary,no,2270,no,no,telephone,29,jun,1129,8,-1,0,unknown,yes
36,unknown,single,tertiary,no,875,yes,no,telephone,21,oct,523,2,-1,0,unknown,yes
25,management,married,primary,no,7914,no,no,telephone,9,feb,450,7,62,2,failure,yes
65,housemaid,single,unknown,no,1533,no,no,unknown,29,sep,179,5,-1,0,unknown,no
62,admin.,single,secondary,no,6882,yes,no,telephone,27,aug,424,9,258,1,failure,yes
18,self-employed,married,primary,no,-2098,no,no,unknown,17,aug,80,9,198,4,failure,no
39,admin.,divorced,primary,no,-3310,yes,yes,unknown,8,oct,212,8,-1,0,unknown,no
69,student,divorced,tertiary,no,-1947,yes,no,telephone,24,may,128,8,-1,0,unknown,no
34,unemployed,single,secondary,no,5001,no,no,cellular,27,may,48,4,11,1,other,no
24,self-employed,married,primary,no,6707,no,no,telephone,8,mar,19,8,-1,0,unknown,no
42,services,married,secondary,no,-930,yes,no,telephone,29,nov,210,2,-1,0,unknown,no
62,unknown,single,unknown,no,37,no,no,cellular,12,feb,26,5,85,2,other,no
21,technician,divorced,tertiary,no,-2094,yes,no,cellular,30,sep,326,4,-1,0,unknown,yes
53,housemaid,married,unknown,no,-4028,no,no,telephone,29,jun,656,5,-1,0,unknown,yes
23,services,divorced,secondary,no,3584,yes,no,telephone,19,aug,45,5,-1,0,unknown,no
48,technician,divorced,unknown,no,2094,yes,no,unknown,10,apr,164,5,-1,0,unknown,no
36,student,single,tertiary,no,1454,yes,yes,cellular,24,may,346,7,-1,0,unknown,yes
61,entrepreneur,single,secondary,no,-2789,yes,no,unknown,2,oct,87,1,43,2,other,no
71,unknown,divorced,primary,no,6357,no,no,unknown,24,may,654,2,-1,0,unknown,yes
56,blue-collar,married,unknown,no,-91,no,no,unknown,28,nov,565,7,89,3,success,yes
44,blue-collar,married,tertiary,no,3028,yes,no,unknown,8,oct,28,1,-1,0,unknown,no
27,unknown,single,primary,no,-2953,yes,no,cellular,31,apr,7,9,-1,0,unknown,no
43,self-employed,divorced,tertiary,no,849,yes,no,cellular,14,nov,967,3,350,3,failure,yes
36,unemployed,married,secondary,no,2299,yes,no,cellular,19,feb,808,6,-1,0,unknown,yes
56,unemployed,married,secondary,no,2407,no,no,telephone,4,jun,141,4,-1,0,unknown,no
20,self-employed,single,unknown,no,1888,no,no,unknown,9,apr,13,3,-1,0,unknown,no
62,blue-collar,divorced,tertiary,no,2911,no,no,telephone,13,nov,248,8,-1,0,unknown,no
30,management,married,tertiary,no,-1978,yes,no,cellular,31,apr,89,2,-1,0,unknown,no
67,self-employed,single,tertiary,no,2016,yes,no,cellular,9,oct,712,3,-1,0,unknown,yes
45,housemaid,married,secondary,no,1765,no,no,telephone,26,mar,408,8,-1,0,unknown,yes
37,blue-collar,married,unknown,no,2120,no,no,unknown,13,aug,270,3,-1,0,unknown,no
45,management,married,tertiary,no,1640,no,no,cellular,25,jun,86,8,-1,0,unknown,no
25,student,single,tertiary,no,-2408,yes,no,unknown,16,sep,311,7,-1,0,unknown,no
58,services,divorced,primary,no,-2542,yes,no,unknown,26,may,88,2,180,2,failure,no
56,management,single,tertiary,no,-5239,no,no,cellular,22,jun,9,1,-1,0,unknown,no
18,services,divorced,unknown,no,3882,no,no,telephone,1,sep,183,1,377,4,failure,no
20,technician,married,primary,no,3913,no,no,unknown,8,apr,173,2,-1,0,unknown,no
30,retired,divorced,primary,no,3961,yes,no,telephone,29,oct,371,7,-1,0,unknown,yes
45,technician,married,primary,no,2346,no,yes,unknown,9,jul,517,9,-1,0,unknown,yes
74,blue-collar,married,secondary,no,-4995,yes,no,unknown,31,oct,112,7,-1,0,unknown,no
66,services,single,primary,no,-1666,no,yes,cellular,24,dec,153,3,113,4,failure,no
42,blue-collar,married,tertiary,no,1935,no,no,telephone,31,oct,163,8,-1,0,unknown,no
73,self-employed,single,secondary,no,1830,no,yes,unknown,13,nov,101,8,-1,0,unknown,no
50,unknown,divorced,secondary,no,752,no,yes,telephone,17,nov,350,9,156,2,other,no
55,housemaid,divorced,secondary,no,2533,yes,no,unknown,28,jun,190,9,-1,0,unknown,no
70,admin.,married,secondary,no,1458,yes,no,telephone,22,jun,632,9,-1,0,unknown,yes
23,blue-collar,single,secondary,no,1786,yes,no,telephone,25,jun,271,4,-1,0,unknown,no
61,housemaid,married,secondary,no,-499,yes,no,cellular,9,apr,61,4,-1,0,unknown,no
62,self-employed,single,secondary,no,4377,yes,no,unknown,7,oct,46,2,-1,0,unknown,no
49,management,single,primary,no,126,yes,no,unknown,23,jun,120,8,285,3,other,no
62,self-employed,single,unknown,no,-2580,no,no,unknown,20,dec,109,2,-1,0,unknown,no
64,student,divorced,tertiary,no,-896,yes,no,unknown,23,jul,134,3,-1,0,unknown,no
38,technician,single,tertiary,no,374,no,no,cellular,10,feb,52,9,204,2,success,no
33,management,divorced,primary,no,4413,no,no,cellular,21,nov,987,2,200,3,other,yes
71,admin.,single,primary,no,1295,yes,no,unknown,27,sep,40,1,-1,0,unknown,no
38,services,divorced,secondary,no,862,yes,yes,telephone,26,jul,272,5,-1,0,unknown,yes
28,unknown,divorced,unknown,no,-2334,yes,no,cellular,5,mar,3,7,-1,0,unknown,no
54,housemaid,divorced,secondary,no,3786,no,no,telephone,17,oct,134,4,59,4,other,no
53,unknown,married,primary,no,-538,no,yes,telephone,2,oct,95,4,-1,0,unknown,no
52,retired,single,secondary,no,1122,yes,no,telephone,9,jul,124,3,-1,0,unknown,no
36,self-employed,married,tertiary,no,5876,no,yes,unknown,2,oct,177,6,333,2,failure,no
37,blue-collar,single,tertiary,yes,2953,yes,no,cellular,10,oct,236,8,-1,0,unknown,no
74,services,single,secondary,no,-3476,no,no,unknown,27,may,225,2,219,2,failure,no
35,retired,married,unknown,no,-3901,yes,no,telephone,12,sep,257,6,-1,0,unknown,no
64,self-employed,divorced,secondary,no,1229,no,no,unknown,2,jun,480,8,258,3,other,yes
58,entrepreneur,single,secondary,no,-2226,no,no,telephone,15,nov,561,1,284,3,success,yes
66,blue-collar,divorced,unknown,no,3374,no,no,unknown,25,jul,344,4,-1,0,unknown,yes
31,management,married,unknown,no,1550,yes,no,unknown,3,apr,21,1,-1,0,unknown,no
32,technician,divorced,unknown,no,1920,yes,yes,cellular,2,feb,838,4,-1,0,unknown,yes
48,housemaid,single,tertiary,no,-703,no,no,cellular,7,nov,759,9,316,4,success,yes
18,student,single,secondary,no,6662,yes,no,telephone,28,apr,320,6,231,4,other,no
70,admin.,single,primary,no,9976,yes,no,telephone,9,sep,187,6,-1,0,unknown,no
71,admin.,married,unknown,no,584,no,no,telephone,11,mar,74,5,-1,0,unknown,no
71,management,single,unknown,no,2485,yes,no,unknown,29,jul,364,3,-1,0,unknown,yes
20,unemployed,married,secondary,no,1716,yes,no,telephone,22,apr,542,2,-1,0,unknown,yes
33,admin.,divorced,primary,no,641,no,yes,cellular,28,mar,282,9,-1,0,unknown,no
40,housemaid,single,secondary,no,-1080,yes,no,telephone,16,may,255,9,-1,0,unknown,no
74,management,single,secondary,no,-1841,yes,no,telephone,7,feb,55,7,-1,0,unknown,no
28,services,single,unknown,yes,-1994,no,no,unknown,29,nov,114,2,-1,0,unknown,no
29,admin.,divorced,unknown,no,2642,no,no,cellular,13,oct,331,4,-1,0,unknown,no
27,unknown,single,tertiary,no,-140,yes,yes,telephone,3,apr,4,8,178,3,success,no
49,management,married,primary,no,-6335,no,no,cellular,11,jul,264,6,-1,0,unknown,no
33,housemaid,divorced,primary,yes,2761,no,no,telephone,3,dec,375,5,-1,0,unknown,yes
25,unknown,divorced,unknown,no,1307,yes,yes,cellular,15,dec,105,2,-1,0,unknown,no
55,blue-collar,divorced,unknown,no,5475,yes,no,telephone,8,feb,20,1,-1,0,unknown,no
29,blue-collar,divorced,unknown,no,2545,yes,yes,telephone,7,oct,441,1,89,4,failure,yes
41,admin.,divorced,primary,no,-3026,no,no,unknown,5,jun,39,1,-1,0,unknown,no
45,unknown,married,tertiary,no,-5286,no,no,unknown,6,may,119,6,-1,0,unknown,no
70,technician,divorced,primary,no,-741,yes,yes,cellular,25,mar,316,4,-1,0,unknown,yes
25,self-employed,single,unknown,no,-457,no,no,cellular,19,may,438,9,-1,0,unknown,yes
45,blue-collar,divorced,unknown,no,4260,no,no,cellular,28,oct,511,9,-1,0,unknown,yes
53,technician,divorced,tertiary,no,1396,yes,no,cellular,3,jul,195,3,-1,0,unknown,no
43,services,divorced,secondary,no,4834,no,no,unknown,30,mar,166,6,-1,0,unknown,no
25,management,divorced,secondary,no,-2563,yes,yes,cellular,11,aug,486,6,-1,0,unknown,yes
67,self-employed,divorced,primary,no,4327,no,no,telephone,6,jul,213,1,-1,0,unknown,no
45,retired,married,secondary,no,3592,yes,no,telephone,27,apr,222,9,-1,0,unknown,no
45,housemaid,married,secondary,no,-4649,no,no,telephone,24,may,146,4,150,1,success,no
54,student,divorced,primary,no,5402,no,no,unknown,21,oct,120,6,59,4,success,no
58,management,married,unknown,no,1704,no,no,cellular,14,nov,168,8,-1,0,unknown,no
53,self-employed,single,secondary,no,2602,no,no,telephone,17,apr,117,1,-1,0,unknown,no
44,housemaid,divorced,unknown,no,-1179,no,no,telephone,3,feb,108,8,-1,0,unknown,no
71,self-employed,single,primary,no,5260,no,no,unknown,29,dec,1305,6,-1,0,unknown,yes
34,unknown,single,unknown,no,-2145,no,no,unknown,24,sep,105,1,312,1,other,no
26,services,divorced,unknown,no,3926,yes,no,unknown,4,jan,76,9,-1,0,unknown,no
50,entrepreneur,single,primary,no,3892,no,no,telephone,9,aug,112,9,247,4,other,no
70,student,single,unknown,no,-1508,no,no,unknown,13,apr,230,8,187,4,failure,no
37,admin.,single,secondary,no,7390,no,no,telephone,6,sep,624,7,-1,0,unknown,yes
30,self-employed,divorced,secondary,no,2119,no,no,cellular,10,mar,400,1,-1,0,unknown,yes
45,housemaid,divorced,secondary,no,3390,yes,no,telephone,20,jul,476,1,332,2,success,yes
65,housemaid,single,secondary,no,-3172,yes,yes,cellular,20,mar,505,8,-1,0,unknown,yes
46,unknown,divorced,unknown,no,7795,yes,no,telephone,26,oct,653,8,-1,0,unknown,yes
30,technician,divorced,secondary,no,-2261,no,no,cellular,21,dec,69,1,-1,0,unknown,no
63,management,single,unknown,no,4506,no,no,telephone,13,jul,158,8,-1,0,unknown,no
52,entrepreneur,divorced,tertiary,no,-1570,no,no,telephone,23,feb,125,8,5,4,failure,no
23,unemployed,married,unknown,no,-439,yes,no,telephone,14,mar,124,3,-1,0,unknown,no
35,admin.,divorced,secondary,no,3796,no,no,telephone,12,aug,272,1,-1,0,unknown,no
68,retired,married,tertiary,no,4514,no,no,unknown,23,jul,132,3,-1,0,unknown,no
22,unemployed,single,primary,no,-2402,no,no,telephone,13,nov,247,8,312,1,other,no
64,management,divorced,unknown,no,4704,yes,no,telephone,10,mar,124,8,136,3,other,no
42,admin.,single,secondary,no,4567,no,yes,unknown,7,aug,96,7,-1,0,unknown,no
19,housemaid,single,secondary,no,-1399,no,no,unknown,5,sep,112,2,-1,0,unknown,no
27,retired,single,secondary,no,6233,no,no,unknown,12,feb,420,5,-1,0,unknown,yes
73,self-employed,single,primary,no,-2960,no,no,unknown,29,feb,237,8,-1,0,unknown,no
47,technician,single,tertiary,no,-456,no,no,unknown,25,jul,941,3,251,2,other,yes
67,entrepreneur,divorced,tertiary,no,2864,yes,yes,unknown,2,nov,461,6,311,1,other,yes
62,self-employed,married,secondary,no,-1145,yes,no,unknown,8,aug,171,2,182,3,other,no
22,technician,divorced,unknown,no,2216,no,no,unknown,26,may,71,8,-1,0,unknown,no
72,services,divorced,secondary,no,2148,yes,no,unknown,8,feb,289,9,325,4,failure,yes
73,unknown,divorced,secondary,yes,860,yes,no,unknown,19,oct,334,1,-1,0,unknown,no
50,admin.,divorced,unknown,no,3927,yes,no,unknown,5,may,160,4,-1,0,unknown,no
71,self-employed,married,secondary,no,735,no,no,cellular,30,mar,67,6,316,4,success,no
18,technician,divorced,primary,no,2119,no,no,telephone,8,sep,210,2,-1,0,unknown,no
35,unemployed,single,secondary,no,4872,yes,yes,telephone,10,feb,75,6,-1,0,unknown,no
49,unknown,divorced,primary,no,3802,no,no,unknown,13,sep,725,7,-1,0,unknown,yes
64,technician,divorced,secondary,no,3788,no,no,unknown,9,feb,255,6,-1,0,unknown,no
66,blue-collar,married,tertiary,no,-2034,yes,no,cellular,7,jan,89,8,-1,0,unknown,no
28,services,married,unknown,no,3002,yes,no,unknown,20,oct,62,5,-1,0,unknown,no
38,management,single,tertiary,no,-1220,no,yes,cellular,20,jun,325,3,-1,0,unknown,yes
43,self-employed,divorced,secondary,no,-2432,no,no,telephone,19,nov,317,2,-1,0,unknown,no
42,entrepreneur,divorced,secondary,no,1207,yes,no,telephone,11,jun,234,2,-1,0,unknown,no
39,services,divorced,primary,no,-1298,yes,no,unknown,8,apr,245,2,-1,0,unknown,no
44,unknown,single,secondary,no,3801,yes,yes,cellular,22,feb,238,5,-1,0,unknown,no
66,blue-collar,married,secondary,no,3873,yes,no,cellular,16,oct,115,4,-1,0,unknown,no
30,admin.,single,secondary,no,-4302,yes,no,telephone,10,dec,714,2,-1,0,unknown,yes
50,unemployed,divorced,tertiary,no,-1069,no,no,telephone,6,nov,168,5,-1,0,unknown,no
51,entrepreneur,married,primary,no,-2969,no,no,cellular,10,mar,5,7,-1,0,unknown,no
58,self-employed,married,tertiary,no,30,no,no,cellular,10,jun,110,5,105,1,other,no
52,entrepreneur,single,primary,no,2792,yes,yes,telephone,25,apr,36,8,-1,0,unknown,no
18,services,married,tertiary,no,693,no,no,cellular,27,may,116,6,277,2,success,no
38,unknown,married,secondary,no,-351,yes,no,telephone,19,nov,241,9,-1,0,unknown,no
65,admin.,divorced,tertiary,no,5335,yes,yes,cellular,4,sep,5,5,-1,0,unknown,no
72,housemaid,divorced,tertiary,no,-5512,no,yes,unknown,19,may,526,8,278,2,other,yes
23,blue-collar,married,primary,no,5144,no,no,telephone,3,oct,243,6,-1,0,unknown,no
45,self-employed,married,primary,no,-214,yes,no,cellular,17,nov,90,7,-1,0,unknown,no
34,housemaid,single,tertiary,no,1187,no,no,telephone,14,aug,96,8,-1,0,unknown,no
22,unemployed,single,primary,no,-163,no,yes,cellular,10,feb,161,4,-1,0,unknown,no
48,admin.,married,primary,no,6065,no,no,unknown,6,dec,73,4,-1,0,unknown,no
22,student,divorced,primary,no,-2281,no,yes,unknown,31,jun,1,6,-1,0,unknown,no
55,student,married,unknown,no,1458,no,no,unknown,31,nov,6,2,-1,0,unknown,no
20,admin.,married,primary,no,3010,no,no,telephone,16,nov,114,9,-1,0,unknown,no
70,blue-collar,divorced,unknown,no,-3424,no,no,unknown,9,jun,34,8,-1,0,unknown,no
40,retired,divorced,unknown,no,-1344,yes,no,telephone,21,may,5,2,-1,0,unknown,no
54,housemaid,single,primary,no,977,yes,yes,unknown,12,jun,505,1,-1,0,unknown,yes
70,technician,single,tertiary,no,-1244,no,no,telephone,12,may,82,4,-1,0,unknown,no
54,entrepreneur,single,primary,yes,-1031,no,no,unknown,28,feb,180,4,-1,0,unknown,no
27,self-employed,single,secondary,no,370,yes,no,cellular,14,may,51,2,-1,0,unknown,no
27,retired,divorced,tertiary,no,3377,no,no,cellular,26,jan,12,5,-1,0,unknown,no
36,technician,married,unknown,no,391,yes,no,telephone,2,mar,352,3,-1,0,unknown,no
34,unknown,single,unknown,no,4667,no,no,unknown,10,jul,34,3,199,2,failure,no
38,self-employed,single,tertiary,no,-1579,yes,no,unknown,4,apr,6,3,-1,0,unknown,no
31,self-employed,divorced,tertiary,no,-2344,yes,no,cellular,28,aug,228,4,305,4,failure,no
26,student,divorced,primary,no,7219,no,no,unknown,6,mar,3,5,-1,0,unknown,no
63,blue-collar,married,unknown,no,-556,yes,no,unknown,30,jul,147,4,392,1,success,no
18,unknown,married,secondary,no,-2521,yes,no,telephone,23,feb,87,9,-1,0,unknown,no
68,entrepreneur,divorced,primary,no,-3818,yes,no,cellular,28,aug,99,4,-1,0,unknown,no
62,management,single,tertiary,no,4657,yes,no,unknown,29,mar,1,7,-1,0,unknown,no
30,technician,single,unknown,no,396,no,yes,unknown,13,jun,860,5,-1,0,unknown,yes
21,student,single,tertiary,no,659,no,no,telephone,23,feb,187,9,-1,0,unknown,no
18,self-employed,married,tertiary,no,943,yes,no,telephone,14,jul,219,9,-1,0,unknown,no
66,retired,single,tertiary,no,4470,no,yes,telephone,4,apr,283,8,-1,0,unknown,yes
57,student,single,primary,no,882,no,yes,telephone,10,jun,412,6,145,3,failure,no
49,technician,divorced,secondary,no,8476,no,no,unknown,10,feb,241,6,-1,0,unknown,no
51,technician,single,secondary,no,1825,no,no,unknown,5,mar,370,2,-1,0,unknown,no
45,blue-collar,divorced,unknown,no,4617,no,no,unknown,29,mar,153,7,158,4,other,no
48,self-employed,single,tertiary,no,3845,yes,no,telephone,4,apr,119,9,-1,0,unknown,no
25,unknown,married,secondary,no,1313,yes,yes,unknown,12,jan,446,9,-1,0,unknown,yes
56,housemaid,single,tertiary,no,-343,yes,no,cellular,26,jun,517,2,-1,0,unknown,yes
43,management,single,unknown,no,2421,no,no,cellular,22,nov,38,9,-1,0,unknown,no
51,blue-collar,divorced,tertiary,no,2957,no,no,unknown,27,jun,201,7,-1,0,unknown,no
71,unemployed,divorced,secondary,no,-299,no,no,telephone,14,apr,296,5,-1,0,unknown,no
71,self-employed,divorced,tertiary,no,1923,no,no,cellular,7,aug,22,5,-1,0,unknown,no
20,blue-collar,single,secondary,no,5142,yes,no,unknown,2,may,684,6,-1,0,unknown,yes
67,entrepreneur,single,unknown,no,7651,no,no,cellular,14,oct,189,8,-1,0,unknown,no
29,management,married,tertiary,no,3993,yes,no,cellular,10,apr,267,2,-1,0,unknown,no
18,student,single,secondary,no,7028,yes,no,cellular,28,jul,50,3,-1,0,unknown,no
71,admin.,married,unknown,yes,-470,yes,no,cellular,16,oct,79,7,-1,0,unknown,no
61,unemployed,divorced,tertiary,no,3534,no,no,unknown,3,oct,33,3,-1,0,unknown,no
22,services,divorced,unknown,no,5450,yes,yes,cellular,27,aug,79,1,-1,0,unknown,no
47,blue-collar,divorced,secondary,no,-1274,no,no,unknown,8,feb,174,6,-1,0,unknown,no
47,technician,married,tertiary,no,-38,yes,no,cellular,23,jan,462,7,-1,0,unknown,yes
74,housemaid,single,tertiary,no,6652,yes,no,cellular,28,jun,196,9,316,4,other,no
34,admin.,divorced,tertiary,no,-1511,no,no,cellular,17,feb,72,1,-1,0,unknown,no
65,blue-collar,single,unknown,no,-2612,no,no,unknown,4,nov,11,9,-1,0,unknown,no
64,blue-collar,single,unknown,no,6020,yes,no,cellular,21,aug,250,7,-1,0,unknown,no
40,retired,divorced,secondary,no,5024,yes,no,cellular,30,may,140,8,-1,0,unknown,no
32,retired,married,primary,no,2723,no,no,telephone,19,feb,1072,3,-1,0,unknown,yes
54,admin.,single,tertiary,no,1285,yes,no,cellular,15,nov,390,5,-1,0,unknown,yes
38,unknown,divorced,tertiary,no,103,no,no,telephone,20,dec,426,3,-1,0,unknown,yes
31,student,single,secondary,no,2271,yes,yes,unknown,26,may,3,7,170,3,other,no
19,retired,single,tertiary,no,6176,yes,no,cellular,10,feb,388,2,146,2,failure,yes
28,technician,single,unknown,no,2140,yes,yes,cellular,30,jun,55,6,-1,0,unknown,no
68,unemployed,single,unknown,no,7943,no,no,telephone,10,aug,227,2,-1,0,unknown,no
56,services,single,tertiary,no,-1278,no,no,telephone,23,feb,153,9,-1,0,unknown,no
55,management,married,tertiary,yes,1363,yes,no,cellular,24,jun,218,6,-1,0,unknown,no
51,services,married,unknown,no,300,no,no,unknown,12,jun,36,5,-1,0,unknown,no
55,services,divorced,tertiary,no,-1842,no,no,telephone,9,jan,157,6,-1,0,unknown,no
67,management,married,unknown,no,962,no,yes,cellular,15,sep,9,6,-1,0,unknown,no
51,retired,married,primary,no,2678,yes,no,telephone,29,dec,10,6,-1,0,unknown,no
35,admin.,married,primary,no,3000,yes,no,unknown,18,aug,276,6,-1,0,unknown,no
47,management,single,tertiary,no,7953,no,no,telephone,20,dec,781,9,-1,0,unknown,yes
32,student,single,tertiary,no,2820,yes,no,cellular,1,apr,387,7,380,1,success,yes
44,student,divorced,tertiary,no,4883,yes,yes,telephone,3,jul,163,1,-1,0,unknown,no
68,self-employed,divorced,unknown,no,1621,no,no,unknown,8,apr,14,9,-1,0,unknown,no
51,entrepreneur,divorced,primary,no,6472,yes,no,cellular,7,aug,11,6,-1,0,unknown,no
69,unknown,single,primary,yes,8639,yes,no,cellular,31,oct,44,8,-1,0,unknown,no
74,unemployed,married,secondary,yes,3021,yes,no,cellular,15,feb,960,3,-1,0,unknown,yes
55,housemaid,married,secondary,no,-1563,no,no,cellular,8,feb,131,3,-1,0,unknown,no
50,retired,single,tertiary,no,-228,yes,no,unknown,15,mar,478,9,-1,0,unknown,yes
41,unknown,divorced,unknown,no,2271,no,no,cellular,27,apr,315,9,-1,0,unknown,yes
32,management,divorced,tertiary,no,2796,no,no,unknown,22,nov,239,5,-1,0,unknown,no
47,entrepreneur,divorced,primary,no,3524,yes,no,unknown,5,jun,761,5,-1,0,unknown,yes
72,housemaid,single,tertiary,no,2807,yes,no,telephone,12,may,67,3,-1,0,unknown,no
59,unemployed,divorced,tertiary,no,1444,yes,yes,telephone,12,oct,156,7,58,1,failure,no
68,unemployed,divorced,primary,no,-491,no,no,cellular,26,oct,516,7,-1,0,unknown,yes
34,retired,single,primary,no,2630,yes,yes,cellular,9,jul,207,3,315,2,success,no
22,management,married,primary,no,7004,no,no,unknown,21,jun,73,8,76,1,other,no
46,unknown,single,primary,no,4491,yes,no,telephone,9,apr,60,6,-1,0,unknown,no
21,admin.,single,secondary,no,3031,yes,no,cellular,15,nov,360,3,-1,0,unknown,no
27,unknown,single,unknown,no,4520,yes,yes,cellular,15,oct,3,6,-1,0,unknown,no
73,unknown,single,unknown,no,306,no,no,unknown,31,sep,633,1,-1,0,unknown,yes
34,unemployed,married,primary,no,-106,yes,no,telephone,29,jul,4,6,-1,0,unknown,no
27,admin.,divorced,unknown,no,-827,yes,yes,cellular,20,jan,257,7,-1,0,unknown,no
34,admin.,single,unknown,no,1046,no,no,cellular,12,aug,239,4,-1,0,unknown,no
37,retired,married,unknown,no,153,no,no,cellular,5,apr,222,4,-1,0,unknown,no
41,housemaid,divorced,unknown,no,5058,no,yes,cellular,1,jul,165,3,-1,0,unknown,no
22,blue-collar,divorced,primary,no,-7,no,no,cellular,22,nov,493,5,-1,0,unknown,yes
51,services,divorced,tertiary,no,-992,no,no,cellular,19,feb,277,1,335,4,other,no
23,services,single,tertiary,no,7268,yes,no,telephone,11,dec,392,6,189,3,other,yes
70,unemployed,single,tertiary,no,64,yes,no,unknown,31,mar,31,2,-1,0,unknown,no
19,blue-collar,divorced,secondary,no,1884,no,no,unknown,26,jan,13,4,-1,0,unknown,no
30,housemaid,divorced,unknown,no,2781,yes,yes,unknown,18,feb,7,6,-1,0,unknown,no
60,blue-collar,divorced,primary,no,-1997,no,no,cellular,6,nov,41,6,-1,0,unknown,no
60,retired,divorced,primary,no,5140,yes,no,unknown,17,may,283,7,-1,0,unknown,no
65,unknown,divorced,secondary,no,3340,yes,no,telephone,14,feb,175,1,-1,0,unknown,no
28,unemployed,divorced,primary,no,6112,yes,no,cellular,12,jun,359,6,-1,0,unknown,yes
68,admin.,married,tertiary,no,-620,yes,yes,telephone,25,jun,54,9,-1,0,unknown,no
64,student,divorced,secondary,no,1721,no,yes,cellular,5,jun,117,8,-1,0,unknown,no
74,unemployed,single,primary,no,1541,yes,no,cellular,7,dec,565,8,74,4,other,yes
40,services,single,secondary,no,2217,yes,yes,unknown,27,nov,708,6,-1,0,unknown,yes
72,housemaid,single,secondary,no,-2953,no,no,telephone,26,mar,657,4,-1,0,unknown,yes
33,blue-collar,divorced,primary,no,1756,yes,no,unknown,16,nov,439,1,285,1,other,yes
48,housemaid,single,tertiary,no,-2869,no,no,cellular,25,mar,300,5,339,2,other,no
28,retired,married,primary,no,2501,no,no,telephone,9,oct,632,5,-1,0,unknown,yes
71,unemployed,divorced,unknown,no,-4982,no,no,telephone,29,jul,323,7,-1,0,unknown,yes
33,management,single,unknown,no,-4148,no,yes,cellular,23,apr,794,1,-1,0,unknown,yes
25,unemployed,married,primary,yes,3886,yes,no,unknown,15,jun,6,6,-1,0,unknown,no
21,admin.,married,tertiary,no,-222,no,no,cellular,4,dec,656,7,-1,0,unknown,yes
57,unemployed,single,unknown,no,-1549,no,no,telephone,31,aug,209,1,-1,0,unknown,no
21,entrepreneur,married,unknown,no,5246,no,no,telephone,20,mar,30,3,-1,0,unknown,no
73,retired,single,primary,no,2408,yes,no,telephone,23,sep,62,9,-1,0,unknown,no
42,technician,married,primary,no,4047,no,no,cellular,24,sep,493,8,-1,0,unknown,yes
20,retired,divorced,primary,no,922,no,yes,telephone,7,mar,182,6,-1,0,unknown,no
49,blue-collar,divorced,secondary,no,9486,no,no,telephone,27,jun,1048,8,-1,0,unknown,yes
